https://choice.microsoft.com/,301
https://www.minecraft.net/en-us/,200
https://www.minecraft.net/ru-ru/,200
https://www.minecraft.net/about-minecraft,302
https://www.minecraft.net/de-de/,200
https://www.minecraft.net/da-dk/,200
https://www.minecraft.net/pl-pl/,200
https://account.mojang.com/terms?ref=ft#brand,200
https://www.minecraft.net/content/minecraft-net/language-masters/en-us/article/new-java-realms-writer-s-block,302
https://www.minecraft.net/community,302
https://www.minecraft.net/pt-pt/,200
https://www.minecraft.net/fr-ca/,200
https://help.minecraft.net,301
https://www.minecraft.net/tr-tr/,200
https://education.minecraft.net/,200
https://www.minecraft.net/it-it/,200
https://www.minecraft.net/es-es/,200
https://www.microsoft.com/,302
https://www.microsoft.com/trademarks,301
https://www.minecraft.net/zh-hans/,200
https://www.minecraft.net/ja-jp/,200
https://www.minecraft.net/nl-nl/,200
https://www.minecraft.net/,302
https://www.minecraft.net/content/minecraft-net/language-masters/en-us/article/block-week--planks,302
https://www.minecraft.net/marketplace,302
https://www.minecraft.net/content/minecraft-net/language-masters/en-us/article/rtxcellent,302
https://www.minecraft.net/mojang-careers,302
https://www.minecraft.net/ko-kr/,200
https://www.minecraft.net/fr-fr/,200
https://www.minecraft.net/pt-br/,200
https://www.minecraft.net/dungeons/dlc/flames-nether,302
https://www.minecraft.net/es-mx/,200
https://www.minecraft.net/sv-se/,200
https://www.minecraft.net/zh-hant/,200
https://www.minecraft.net/realms-plus,302
https://account.mojang.com/terms?ref=ft,200
https://www.minecraft.net/about-dungeons,302
https://www.facebook.com/minecraft/,200
https://www.instagram.com/minecraft/,200
https://mojang.com,301
https://www.minecraft.net/fi-fi/,200
https://twitter.com/Minecraft,200
https://www.minecraft.net/get-minecraft/,302
https://go.microsoft.com/fwlink/?linkid=521839,302
https://www.minecraft.net/content/minecraft-net/language-masters/en-us/article/speeding-through-dungeons,302
https://www.minecraft.net/article/minecraft-earth-coming-end,302
https://www.minecraft.net/nb-no/,200
https://www.microsoft.com/servicesagreement,301
https://shop.minecraft.net/,200
https://www.youtube.com/Minecraft,200
